supplier_ref,score,info,key
124,0.34640562534332275,IR,europe@eng@healthcare
574,1.0797608651147603,l2,europe@healthcare
301,0.956470239857862,l2,europe@healthcare
341,0.8585881639042309,l2,europe@healthcare
600,0.5484460694698352,l2,europe@healthcare
537,0.4362243770836102,l2,europe@healthcare
113,0.4184100418410041,l2,europe@healthcare
593,0.2504171371749279,l2,europe@healthcare
557,0.24399456111195028,l2,europe@healthcare
601,0.18452145878507434,l2,europe@healthcare
